100000 1000
65141 57847 63 64717
65142 0 0 0
65143 0 0 0
65144 55707 84 55968
65145 0 0 0
65146 47559 21 53644
65147 18389 143 36705
65148 31705 13 6610
65149 0 0 0
65150 0 0 0
65151 0 0 0
65152 30476 2 99133
65153 0 0 0
65154 42607 8 43576
65155 0 0 0
65156 27602 95 15474
65157 0 0 0
65158 63075 21 49634
65159 56520 49 54662
65160 35914 36 49361
65161 29823 38 1032
65162 28542 39 65163
65163 28542 40 54690
65164 53857 17 91595
65165 0 0 0
65166 57898 118 91402
65167 0 0 0
65168 41824 83 49598
65169 0 0 0
65170 63056 99 10971
65171 22502 76 94760
65172 0 0 0
65173 47600 32 60266
65174 1774 72 65175
65175 1774 73 65176
65176 1774 74 65177
65177 1774 75 65178
65178 1774 76 65179
65179 1774 77 65180
65180 1774 78 65181
65181 1774 79 65182
65182 1774 80 65183
65183 1774 81 68246
65184 17382 110 41614
65185 0 0 0
65186 12576 84 71289
65187 0 0 0
65188 59366 47 13720
65189 0 0 0
65190 55855 93 36696
65191 0 0 0
65192 0 0 0
65193 10732 39 65194
65194 10732 40 65195
65195 10732 41 1
65196 13176 111 70819
65197 0 0 0
65198 46787 31 65199
65199 46787 32 65200
65200 46787 33 62545
65201 63899 90 63900
65202 5234 149 57588
65203 0 0 0
65204 9033 110 65205
65205 9033 111 65206
65206 9033 112 93318
65207 45910 110 49976
65208 61295 11 65209
65209 61295 12 65210
65210 61295 13 65211
65211 61295 14 4170
65212 45293 26 65213
65213 45293 27 65214
65214 45293 28 65215
65215 45293 29 65216
65216 45293 30 65217
65217 45293 31 54970
65218 49414 63 20266
65219 41060 45 65220
65220 41060 46 65221
65221 41060 47 65222
65222 41060 48 65523
65223 4191 15 65224
65224 4191 16 65225
65225 4191 17 65226
65226 4191 18 65227
65227 4191 19 65228
65228 4191 20 65229
65229 4191 21 65230
65230 4191 22 65231
65231 4191 23 65232
65232 4191 24 97693
65233 40006 43 16018
65234 40032 2 75674
65235 0 0 0
65236 63899 40 9370
65237 41087 49 65238
65238 41087 50 65239
65239 41087 51 65240
65240 41087 52 65241
65241 41087 53 65242
65242 41087 54 65243
65243 41087 55 65244
65244 41087 56 936
65245 29187 1 65246
65246 29187 2 65247
65247 29187 3 65248
65248 29187 4 65249
65249 29187 5 65250
65250 29187 6 65251
65251 29187 7 65252
65252 29187 8 65253
65253 29187 9 65254
65254 29187 10 65255
65255 29187 11 65256
65256 29187 12 65257
65257 29187 13 65258
65258 29187 14 65259
65259 29187 15 65260
65260 29187 16 65261
65261 29187 17 65262
65262 29187 18 65263
65263 29187 19 65264
65264 29187 20 65265
65265 29187 21 65266
65266 29187 22 65267
65267 29187 23 65268
65268 29187 24 65269
65269 29187 25 65270
65270 29187 26 65271
65271 29187 27 65272
65272 29187 28 65273
65273 29187 29 65274
65274 29187 30 65275
65275 29187 31 65276
65276 29187 32 65277
65277 29187 33 65278
65278 29187 34 65279
65279 29187 35 65280
65280 29187 36 65281
65281 29187 37 65282
65282 29187 38 65283
65283 29187 39 65284
65284 29187 40 65285
65285 29187 41 65286
65286 29187 42 65287
65287 29187 43 65288
65288 29187 44 65289
65289 29187 45 65290
65290 29187 46 65291
65291 29187 47 65292
65292 29187 48 65293
65293 29187 49 65294
65294 29187 50 65295
65295 29187 51 65296
65296 29187 52 11553
65297 2420 87 56206
65298 28938 131 65299
65299 28938 132 65300
65300 28938 133 65301
65301 28938 134 65302
65302 28938 135 65303
65303 28938 136 65304
65304 28938 137 65305
65305 28938 138 65306
65306 28938 139 65307
65307 28938 140 65308
65308 28938 141 65309
65309 28938 142 65310
65310 28938 143 65311
65311 28938 144 65312
65312 28938 145 1
65313 0 0 0
65314 52001 72 65315
65315 52001 73 65316
65316 52001 74 65317
65317 52001 75 65318
65318 52001 76 65319
65319 52001 77 35814
65320 11705 49 25568
65321 0 0 0
65322 9715 151 95163
65323 0 0 0
65324 13625 63 35836
65325 55001 102 65326
65326 55001 103 65327
65327 55001 104 92659
65328 32768 98 25485
65329 31298 98 72593
65330 30833 28 22602
65331 0 0 0
65332 42546 3 65333
65333 42546 4 61103
65334 64442 1 65335
65335 64442 2 65336
65336 64442 3 65337
65337 64442 4 65338
65338 64442 5 65339
65339 64442 6 65340
65340 64442 7 65341
65341 64442 8 65342
65342 64442 9 65343
65343 64442 10 65344
65344 64442 11 65345
65345 64442 12 65346
65346 64442 13 65347
65347 64442 14 65348
65348 64442 15 65349
65349 64442 16 65350
65350 64442 17 65351
65351 64442 18 65352
65352 64442 19 65353
65353 64442 20 65354
65354 64442 21 65355
65355 64442 22 65356
65356 64442 23 65357
65357 64442 24 65358
65358 64442 25 61240
65359 12831 46 71376
65360 45165 106 65361
65361 45165 107 65362
65362 45165 108 65363
65363 45165 109 65364
65364 45165 110 65365
65365 45165 111 58102
65366 45846 16 23399
65367 0 0 0
65368 0 0 0
65369 0 0 0
65370 29267 41 36456
65371 0 0 0
65372 54304 129 65373
65373 54304 130 65374
65374 54304 131 65375
65375 54304 132 65376
65376 54304 133 65377
65377 54304 134 65378
65378 54304 135 65379
65379 54304 136 65380
65380 54304 137 65381
65381 54304 138 65382
65382 54304 139 65383
65383 54304 140 79088
65384 5271 41 46998
65385 0 0 0
65386 42550 25 27735
65387 39016 12 41375
65388 0 0 0
65389 10458 108 344
65390 60952 92 65391
65391 60952 93 65392
65392 60952 94 65393
65393 60952 95 65394
65394 60952 96 65395
65395 60952 97 65396
65396 60952 98 65397
65397 60952 99 28928
65398 49565 52 90568
65399 0 0 0
65400 0 0 0
65401 65179 55 59430
65402 790 61 3495
65403 0 0 0
65404 32571 114 97023
65405 18481 57 46088
65406 19596 92 44630
65407 0 0 0
65408 37435 51 19064
65409 0 0 0
65410 24173 76 6600
65411 0 0 0
65412 38126 74 10008
65413 0 0 0
65414 0 0 0
65415 0 0 0
65416 57102 12 7855
65417 0 0 0
65418 49866 13 33902
65419 0 0 0
65420 19701 61 86617
65421 524 114 65422
65422 524 115 65423
65423 524 116 65424
65424 524 117 65425
65425 524 118 65426
65426 524 119 65427
65427 524 120 65428
65428 524 121 65429
65429 524 122 70639
65430 2794 2 20248
65431 0 0 0
65432 20857 49 82246
65433 55707 104 70710
65434 1514 49 83583
65435 57117 124 36744
65436 43870 23 65437
65437 43870 24 92882
65438 7744 72 30629
65439 33878 22 96534
65440 50496 18 90838
65441 0 0 0
65442 0 0 0
65443 5606 14 95162
65444 5353 20 40736
65445 0 0 0
65446 30833 92 81546
65447 0 0 0
65448 0 0 0
65449 0 0 0
65450 41022 8 61284
65451 0 0 0
65452 545 80 65453
65453 545 81 65454
65454 545 82 65455
65455 545 83 1
65456 0 0 0
65457 12095 12 65458
65458 12095 13 65459
65459 12095 14 65460
65460 12095 15 65461
65461 12095 16 65462
65462 12095 17 65463
65463 12095 18 53100
65464 22502 57 76030
65465 0 0 0
65466 64234 35 25034
65467 57847 72 18177
65468 23859 2 35203
65469 0 0 0
65470 35914 22 90861
65471 38049 48 62791
65472 54153 88 90147
65473 0 0 0
65474 62511 36 62467
65475 0 0 0
65476 50528 13 72383
65477 0 0 0
65478 9754 96 10124
65479 0 0 0
65480 50129 31 36789
65481 0 0 0
65482 15702 98 89815
65483 60711 18 59492
65484 18389 31 13214
65485 15385 6 45739
65486 30625 29 22262
65487 0 0 0
65488 5017 38 92980
65489 34989 99 77838
65490 39099 27 14002
65491 57898 31 7677
65492 42844 11 79100
65493 57139 2 11792
65494 29534 92 65495
65495 29534 93 65496
65496 29534 94 65497
65497 29534 95 65498
65498 29534 96 65499
65499 29534 97 65500
65500 29534 98 65501
65501 29534 99 88900
65502 52695 21 60280
65503 26698 59 65504
65504 26698 60 65505
65505 26698 61 11884
65506 1598 60 26572
65507 14263 24 64660
65508 5234 94 8772
65509 26698 82 65510
65510 26698 83 73337
65511 47857 81 41760
65512 0 0 0
65513 42607 45 85678
65514 0 0 0
65515 0 0 0
65516 2145 58 93946
65517 0 0 0
65518 38049 12 75229
65519 0 0 0
65520 33917 11 66113
65521 0 0 0
65522 57847 5 60835
65523 41060 49 65524
65524 41060 50 65525
65525 41060 51 65526
65526 41060 52 65527
65527 41060 53 65528
65528 41060 54 65529
65529 41060 55 73512
65530 7748 72 84043
65531 13812 22 74320
65532 37548 89 25387
65533 0 0 0
65534 57847 74 11878
65535 0 0 0
65536 0 0 0
65537 48244 40 40558
65538 62005 9 93332
65539 63056 46 40909
65540 39016 1 61492
65541 1514 26 86856
65542 0 0 0
65543 0 0 0
65544 50881 38 50087
65545 0 0 0
65546 0 0 0
65547 35363 73 17140
65548 0 0 0
65549 0 0 0
65550 8016 101 43029
65551 0 0 0
65552 8279 65 65553
65553 8279 66 65554
65554 8279 67 65555
65555 8279 68 65556
65556 8279 69 58324
65557 19701 71 64729
65558 64440 1 65559
65559 64440 2 65560
65560 64440 3 65561
65561 64440 4 65562
65562 64440 5 1
65563 47115 90 78669
65564 36451 48 65565
65565 36451 49 65566
65566 36451 50 65567
65567 36451 51 65568
65568 36451 52 65569
65569 36451 53 65570
65570 36451 54 65571
65571 36451 55 65572
65572 36451 56 65573
65573 36451 57 65574
65574 36451 58 65575
65575 36451 59 65576
65576 36451 60 65577
65577 36451 61 65578
65578 36451 62 65579
65579 36451 63 65580
65580 36451 64 65581
65581 36451 65 65582
65582 36451 66 65583
65583 36451 67 65584
65584 36451 68 65585
65585 36451 69 65586
65586 36451 70 65587
65587 36451 71 65588
65588 36451 72 65589
65589 36451 73 65590
65590 36451 74 65591
65591 36451 75 65592
65592 36451 76 65593
65593 36451 77 65594
65594 36451 78 65595
65595 36451 79 65596
65596 36451 80 65597
65597 36451 81 65598
65598 36451 82 65599
65599 36451 83 65600
65600 36451 84 65601
65601 36451 85 65602
65602 36451 86 31704
65603 27602 44 46644
65604 12390 113 66047
65605 0 0 0
65606 914 118 35157
65607 0 0 0
65608 49565 46 91594
65609 0 0 0
65610 64537 83 88081
65611 0 0 0
65612 39016 116 63903
65613 22587 52 32319
65614 0 0 0
65615 47559 38 77763
65616 19162 102 25443
65617 59366 67 29314
65618 0 0 0
65619 25217 30 84582
65620 63299 51 65621
65621 63299 52 86278
65622 25517 98 58539
65623 0 0 0
65624 34989 3 97135
65625 62950 82 6534
65626 17745 78 18753
65627 35121 5 65628
65628 35121 6 97746
65629 16205 67 1062
65630 58094 44 65631
65631 58094 45 65632
65632 58094 46 65633
65633 58094 47 65634
65634 58094 48 65635
65635 58094 49 65636
65636 58094 50 65637
65637 58094 51 43434
65638 8016 124 76728
65639 0 0 0
65640 62950 28 53794
65641 0 0 0
65642 14824 12 99428
65643 0 0 0
65644 39016 11 65387
65645 0 0 0
65646 56858 10 99766
65647 27451 110 69537
65648 2678 102 48359
65649 47405 49 89093
65650 61991 63 31997
65651 0 0 0
65652 30625 33 69405
65653 0 0 0
65654 56034 59 38856
65655 24197 95 10083
65656 52863 92 65657
65657 52863 93 41620
65658 43501 18 25222
65659 0 0 0
65660 39099 156 78258
65661 0 0 0
65662 11705 11 76510
65663 0 0 0
65664 37202 79 74140
65665 16442 68 1308
65666 1684 45 19688
65667 32571 84 55804
65668 20818 102 65669
65669 20818 103 65670
65670 20818 104 65671
65671 20818 105 1
65672 0 0 0
65673 15385 22 19393
65674 0 0 0
65675 41060 5 65676
65676 41060 6 65677
65677 41060 7 65678
65678 41060 8 65679
65679 41060 9 62157
65680 25217 36 62358
65681 0 0 0
65682 56858 23 80480
65683 0 0 0
65684 47405 29 25496
65685 0 0 0
65686 4859 16 65687
65687 4859 17 65688
65688 4859 18 65689
65689 4859 19 65690
65690 4859 20 65691
65691 4859 21 25809
65692 33066 52 17622
65693 28991 104 65694
65694 28991 105 65695
65695 28991 106 45522
65696 56520 31 52801
65697 0 0 0
65698 18402 136 65699
65699 18402 137 65700
65700 18402 138 65701
65701 18402 139 37356
65702 49565 11 23201
65703 0 0 0
65704 5941 31 65705
65705 5941 32 71663
65706 50881 80 18264
65707 62950 37 6997
65708 18454 104 39844
65709 47144 22 31020
65710 34989 115 30811
65711 19162 44 89265
65712 0 0 0
65713 0 0 0
65714 44908 10 96240
65715 0 0 0
65716 41824 17 89257
65717 0 0 0
65718 65179 57 28624
65719 0 0 0
65720 25749 16 6476
65721 65151 152 65722
65722 65151 153 65723
65723 65151 154 72746
65724 42523 81 75755
65725 34496 23 69359
65726 22412 15 66536
65727 0 0 0
65728 62136 98 65729
65729 62136 99 65730
65730 62136 100 65731
65731 62136 101 65732
65732 62136 102 65733
65733 62136 103 65734
65734 62136 104 65735
65735 62136 105 65736
65736 62136 106 65737
65737 62136 107 65738
65738 62136 108 65739
65739 62136 109 65740
65740 62136 110 65741
65741 62136 111 43259
65742 37213 1 65743
65743 37213 2 65744
65744 37213 3 65745
65745 37213 4 65746
65746 37213 5 65747
65747 37213 6 65748
65748 37213 7 65749
65749 37213 8 65750
65750 37213 9 65751
65751 37213 10 65752
65752 37213 11 65753
65753 37213 12 65754
65754 37213 13 65755
65755 37213 14 65756
65756 37213 15 65757
65757 37213 16 65758
65758 37213 17 65759
65759 37213 18 65760
65760 37213 19 65761
65761 37213 20 65762
65762 37213 21 65763
65763 37213 22 65764
65764 37213 23 65765
65765 37213 24 65766
65766 37213 25 65767
65767 37213 26 60904
65768 32777 125 59782
65769 19701 24 80801
65770 65179 84 13901
65771 0 0 0
65772 0 0 0
65773 47405 13 45949
65774 33751 94 65775
65775 33751 95 18852
65776 15385 95 99550
65777 0 0 0
65778 15385 119 77096
65779 0 0 0
65780 0 0 0
65781 0 0 0
65782 5353 1 49530
65783 54691 53 26010
65784 57898 101 97345
65785 0 0 0
65786 25854 4 65787
65787 25854 5 65788
65788 25854 6 65789
65789 25854 7 27446
65790 12831 51 10659
65791 0 0 0
65792 0 0 0
65793 32571 30 25100
65794 38126 34 6146
65795 0 0 0
65796 30756 8 11836
65797 0 0 0
65798 7748 67 10218
65799 0 0 0
65800 42550 41 61608
65801 0 0 0
65802 16442 56 67136
65803 0 0 0
65804 0 0 0
65805 49565 14 30636
65806 63068 15 25294
65807 0 0 0
65808 14279 35 36754
65809 0 0 0
65810 50130 33 65811
65811 50130 34 65812
65812 50130 35 74353
65813 32768 97 65328
65814 20124 52 65815
65815 20124 53 65816
65816 20124 54 65817
65817 20124 55 39344
65818 13176 107 33374
65819 15385 1 3846
65820 57381 43 65821
65821 57381 44 3486
65822 2398 56 57403
65823 0 0 0
65824 44984 29 87194
65825 0 0 0
65826 62818 19 18896
65827 33848 8 57706
65828 9272 27 65829
65829 9272 28 65830
65830 9272 29 65831
65831 9272 30 40748
65832 1186 29 73310
65833 37458 8 65834
65834 37458 9 65835
65835 37458 10 65836
65836 37458 11 65837
65837 37458 12 34883
65838 39099 136 32604
65839 5234 33 68589
65840 30833 60 99332
65841 0 0 0
65842 55707 19 66780
65843 0 0 0
65844 18982 82 65845
65845 18982 83 35169
65846 19596 56 11938
65847 58686 108 17260
65848 2398 103 22662
65849 0 0 0
65850 63299 72 65851
65851 63299 73 65852
65852 63299 74 65853
65853 63299 75 1
65854 49414 31 20806
65855 0 0 0
65856 0 0 0
65857 47857 40 45771
65858 2678 31 72675
65859 0 0 0
65860 47857 2 97166
65861 17658 95 65862
65862 17658 96 1
65863 30555 43 65864
65864 30555 44 65865
65865 30555 45 60097
65866 56034 127 98492
65867 8817 37 85827
65868 42503 38 77927
65869 0 0 0
65870 0 0 0
65871 13176 15 49178
65872 0 0 0
65873 0 0 0
65874 54688 32 65875
65875 54688 33 65876
65876 54688 34 65877
65877 54688 35 65878
65878 54688 36 65879
65879 54688 37 65880
65880 54688 38 65881
65881 54688 39 94004
65882 22188 72 60156
65883 0 0 0
65884 0 0 0
65885 17687 87 89954
65886 40006 53 71366
65887 62823 105 65888
65888 62823 106 65889
65889 62823 107 9942
65890 64537 130 50076
65891 0 0 0
65892 61622 61 67629
65893 0 0 0
65894 34504 60 40652
65895 0 0 0
65896 47144 29 92626
65897 0 0 0
65898 27602 111 1
65899 0 0 0
65900 1598 148 77266
65901 0 0 0
65902 0 0 0
65903 63075 33 73056
65904 30833 1 78944
65905 0 0 0
65906 0 0 0
65907 2420 43 8254
65908 48795 121 5983
65909 30096 1 65910
65910 30096 2 65911
65911 30096 3 65912
65912 30096 4 65913
65913 30096 5 65914
65914 30096 6 65915
65915 30096 7 65916
65916 30096 8 65917
65917 30096 9 65918
65918 30096 10 65919
65919 30096 11 65920
65920 30096 12 65921
65921 30096 13 65922
65922 30096 14 65923
65923 30096 15 65924
65924 30096 16 65925
65925 30096 17 65926
65926 30096 18 65927
65927 30096 19 65928
65928 30096 20 65929
65929 30096 21 65930
65930 30096 22 65931
65931 30096 23 65932
65932 30096 24 65933
65933 30096 25 65934
65934 30096 26 65935
65935 30096 27 65936
65936 30096 28 65937
65937 30096 29 65938
65938 30096 30 65939
65939 30096 31 65940
65940 30096 32 65941
65941 30096 33 65942
65942 30096 34 65943
65943 30096 35 65944
65944 30096 36 65945
65945 30096 37 65946
65946 30096 38 65947
65947 30096 39 65948
65948 30096 40 65949
65949 30096 41 65950
65950 30096 42 65951
65951 30096 43 65952
65952 30096 44 65953
65953 30096 45 65954
65954 30096 46 65955
65955 30096 47 65956
65956 30096 48 65957
65957 30096 49 65958
65958 30096 50 65959
65959 30096 51 65960
65960 30096 52 65961
65961 30096 53 65962
65962 30096 54 65963
65963 30096 55 65964
65964 30096 56 65965
65965 30096 57 65966
65966 30096 58 65967
65967 30096 59 65968
65968 30096 60 65969
65969 30096 61 65970
65970 30096 62 65971
65971 30096 63 65972
65972 30096 64 65973
65973 30096 65 65974
65974 30096 66 65975
65975 30096 67 65976
65976 30096 68 65977
65977 30096 69 65978
65978 30096 70 65979
65979 30096 71 65980
65980 30096 72 65981
65981 30096 73 65982
65982 30096 74 65983
65983 30096 75 65984
65984 30096 76 65985
65985 30096 77 65986
65986 30096 78 65987
65987 30096 79 65988
65988 30096 80 65989
65989 30096 81 65990
65990 30096 82 65991
65991 30096 83 65992
65992 30096 84 65993
65993 30096 85 65994
65994 30096 86 65995
65995 30096 87 65996
65996 30096 88 65997
65997 30096 89 65998
65998 30096 90 65999
65999 30096 91 66000
66000 30096 92 1
66001 0 0 0
66002 31933 38 13784
66003 0 0 0
66004 5353 4 63774
66005 28666 32 66006
66006 28666 33 66007
66007 28666 34 66008
66008 28666 35 66009
66009 28666 36 66010
66010 28666 37 66011
66011 28666 38 66012
66012 28666 39 66013
66013 28666 40 58830
66014 56858 35 39006
66015 0 0 0
66016 13176 100 17506
66017 0 0 0
66018 12576 69 83504
66019 0 0 0
66020 31298 86 60576
66021 26895 25 72989
66022 14824 91 73868
66023 59112 77 66024
66024 59112 78 66025
66025 59112 79 66026
66026 59112 80 66027
66027 59112 81 66028
66028 59112 82 66029
66029 59112 83 66030
66030 59112 84 66031
66031 59112 85 81721
66032 18454 4 86850
66033 0 0 0
66034 47559 58 72046
66035 34979 7 72422
66036 25749 30 94015
66037 0 0 0
66038 50881 109 64632
66039 0 0 0
66040 0 0 0
66041 13625 101 28364
66042 42523 45 74413
66043 0 0 0
66044 2145 66 87405
66045 63075 75 10292
66046 25517 104 3249
66047 12390 114 71226
66048 45910 25 9464
66049 5234 6 29382
66050 64581 50 45066
66051 0 0 0
66052 58339 110 10003
66053 26895 1 99038
66054 49 93 47772
66055 17382 47 40172
66056 58211 1 66057
66057 58211 2 66058
66058 58211 3 66059
66059 58211 4 66060
66060 58211 5 66061
66061 58211 6 66062
66062 58211 7 66063
66063 58211 8 66064
66064 58211 9 66065
66065 58211 10 40947
66066 12736 86 72947
66067 0 0 0
66068 8016 26 76868
66069 0 0 0
66070 60071 76 66071
66071 60071 77 66072
66072 60071 78 66073
66073 60071 79 66074
66074 60071 80 66075
66075 60071 81 72741
66076 29267 27 24063
66077 0 0 0
66078 32768 33 53121
66079 10511 1 66080
66080 10511 2 66081
66081 10511 3 66082
66082 10511 4 66083
66083 10511 5 66084
66084 10511 6 66085
66085 10511 7 66086
66086 10511 8 66087
66087 10511 9 66088
66088 10511 10 66089
66089 10511 11 66090
66090 10511 12 66091
66091 10511 13 66092
66092 10511 14 66093
66093 10511 15 66094
66094 10511 16 66095
66095 10511 17 66096
66096 10511 18 66097
66097 10511 19 91606
66098 12736 47 50978
66099 0 0 0
66100 7912 43 66101
66101 7912 44 63022
66102 64234 59 59397
66103 45165 58 66104
66104 45165 59 66105
66105 45165 60 66106
66106 45165 61 66107
66107 45165 62 66108
66108 45165 63 66109
66109 45165 64 66110
66110 45165 65 66111
66111 45165 66 66112
66112 45165 67 69278
66113 33917 12 73795
66114 58694 17 66115
66115 58694 18 66116
66116 58694 19 11698
66117 45910 52 32950
66118 64537 99 22969
66119 35096 72 27814
66120 47196 24 66121
66121 47196 25 66122
66122 47196 26 66123
66123 47196 27 66124
66124 47196 28 66125
66125 47196 29 66126
66126 47196 30 66127
66127 47196 31 62197
66128 8016 65 19548
66129 0 0 0
66130 33066 25 20028
66131 63730 140 66132
66132 63730 141 66133
66133 63730 142 56490
66134 3856 133 1
66135 0 0 0
66136 47559 60 20668
66137 63056 16 15609
66138 11111 114 66139
66139 11111 115 66140
66140 11111 116 66141
66141 11111 117 66142
66142 11111 118 66143
66143 11111 119 66144
66144 11111 120 66145
66145 11111 121 66146
66146 11111 122 66147
66147 11111 123 66148
66148 11111 124 66149
66149 11111 125 32466
66150 14824 69 1174
66151 0 0 0
66152 5234 181 49637
66153 0 0 0
66154 8438 89 42867
66155 63299 31 66156
66156 63299 32 66157
66157 63299 33 70669
66158 32777 135 80226
66159 0 0 0
66160 56034 84 83924
66161 0 0 0
66162 2709 9 66163
66163 2709 10 66164
66164 2709 11 66165
66165 2709 12 66166
66166 2709 13 66167
66167 2709 14 66168
66168 2709 15 66169
66169 2709 16 98530
66170 54928 97 6418
66171 0 0 0
66172 19596 60 17214
66173 63822 78 82294
66174 48766 13 66175
66175 48766 14 66176
66176 48766 15 66177
66177 48766 16 66178
66178 48766 17 66179
66179 48766 18 66180
66180 48766 19 66181
66181 48766 20 66182
66182 48766 21 66183
66183 48766 22 66184
66184 48766 23 66185
66185 48766 24 66186
66186 48766 25 66187
66187 48766 26 66188
66188 48766 27 66189
66189 48766 28 11999
66190 49138 69 51336
66191 0 0 0
66192 1514 95 28206
66193 0 0 0
66194 0 0 0
66195 0 0 0
66196 22502 4 14886
66197 0 0 0
66198 0 0 0
66199 0 0 0
66200 48850 86 3093
66201 19079 11 66202
66202 19079 12 66203
66203 19079 13 3403
66204 2583 13 25868
66205 0 0 0
66206 40318 11 66207
66207 40318 12 66208
66208 40318 13 1
66209 0 0 0
66210 61991 13 40488
66211 0 0 0
66212 28089 80 66213
66213 28089 81 66214
66214 28089 82 66215
66215 28089 83 71394
66216 32777 71 2797
66217 0 0 0
66218 34906 8 11506
66219 0 0 0
66220 19596 47 50118
66221 0 0 0
66222 2145 48 97954
66223 0 0 0
66224 61622 33 73764
66225 0 0 0
66226 30833 59 65840
66227 22587 66 82600
66228 42503 34 20658
66229 35096 56 78578
66230 20124 22 66231
66231 20124 23 66232
66232 20124 24 66233
66233 20124 25 83214
66234 45322 36 42871
66235 0 0 0
66236 58339 23 4002
66237 0 0 0
66238 0 0 0
66239 65003 4 94064
66240 27451 63 2344
66241 0 0 0
66242 790 8 63250
66243 30094 48 3832
66244 36286 46 54903
66245 0 0 0
66246 13065 62 66247
66247 13065 63 66248
66248 13065 64 66249
66249 13065 65 28661
66250 22587 98 58682
66251 0 0 0
66252 914 44 21879
66253 0 0 0
66254 64985 1 66255
66255 64985 2 66256
66256 64985 3 66257
66257 64985 4 66258
66258 64985 5 66259
66259 64985 6 66260
66260 64985 7 66261
66261 64985 8 66262
66262 64985 9 66263
66263 64985 10 90997
66264 64581 40 53306
66265 0 0 0
66266 15685 56 97066
66267 40006 81 76092
66268 46461 120 66269
66269 46461 121 99194
66270 41022 74 24481
66271 29823 85 40460
66272 47115 12 22149
66273 0 0 0
66274 27602 91 2858
66275 0 0 0
66276 31298 160 36546
66277 49394 119 66278
66278 49394 120 66279
66279 49394 121 66280
66280 49394 122 66281
66281 49394 123 47095
66282 13625 114 6168
66283 7912 106 66284
66284 7912 107 66285
66285 7912 108 20845
66286 65413 54 45216
66287 0 0 0
66288 42312 10 66289
66289 42312 11 43383
66290 47246 9 66291
66291 47246 10 66292
66292 47246 11 66293
66293 47246 12 66294
66294 47246 13 66295
66295 47246 14 81804
66296 17885 41 84140
66297 63822 81 50030
66298 45586 74 66299
66299 45586 75 66300
66300 45586 76 66301
66301 45586 77 66302
66302 45586 78 66303
66303 45586 79 66304
66304 45586 80 66305
66305 45586 81 26242
66306 1514 142 21092
66307 0 0 0
66308 7744 135 55904
66309 18389 35 37823
66310 47559 33 15740
66311 38282 35 66312
66312 38282 36 66313
66313 38282 37 6169
66314 49431 14 66315
66315 49431 15 66316
66316 49431 16 66317
66317 49431 17 66318
66318 49431 18 66319
66319 49431 19 66320
66320 49431 20 66321
66321 49431 21 66322
66322 49431 22 66323
66323 49431 23 76161
66324 38754 1 1
66325 42607 87 4029
66326 6583 160 85290
66327 0 0 0
66328 40006 100 96633
66329 41594 45 66330
66330 41594 46 66331
66331 41594 47 66332
66332 41594 48 66333
66333 41594 49 66334
66334 41594 50 66335
66335 41594 51 66336
66336 41594 52 66337
66337 41594 53 66338
66338 41594 54 66339
66339 41594 55 66340
66340 41594 56 66341
66341 41594 57 44908
66342 32307 140 66343
66343 32307 141 66344
66344 32307 142 66345
66345 32307 143 66346
66346 32307 144 66347
66347 32307 145 66348
66348 32307 146 66349
66349 32307 147 66350
66350 32307 148 66351
66351 32307 149 20600
66352 17687 35 71380
66353 31069 45 66354
66354 31069 46 66355
66355 31069 47 36386
66356 8438 41 54432
66357 2420 120 46640
66358 6401 12 64623
66359 0 0 0
66360 63299 10 66361
66361 63299 11 1006
66362 64234 81 4227
66363 0 0 0
66364 1514 122 17446
66365 0 0 0
66366 2145 97 98418
66367 0 0 0
66368 65435 72 98323
66369 31298 124 80860
66370 0 0 0
66371 56114 9 66372
66372 56114 10 66373
66373 56114 11 66374
66374 56114 12 66375
66375 56114 13 66376
66376 56114 14 66377
66377 56114 15 66378
66378 56114 16 66379
66379 56114 17 66380
66380 56114 18 963
66381 14279 10 19452
66382 35059 1 66383
66383 35059 2 66384
66384 35059 3 66385
66385 35059 4 66386
66386 35059 5 66387
66387 35059 6 66388
66388 35059 7 66389
66389 35059 8 66390
66390 35059 9 66391
66391 35059 10 66392
66392 35059 11 66393
66393 35059 12 66394
66394 35059 13 66395
66395 35059 14 66396
66396 35059 15 66397
66397 35059 16 66398
66398 35059 17 66399
66399 35059 18 66400
66400 35059 19 66401
66401 35059 20 66402
66402 35059 21 66403
66403 35059 22 66404
66404 35059 23 66405
66405 35059 24 66406
66406 35059 25 66407
66407 35059 26 66408
66408 35059 27 66409
66409 35059 28 66410
66410 35059 29 66411
66411 35059 30 66412
66412 35059 31 66413
66413 35059 32 23178
66414 2420 84 88530
66415 0 0 0
66416 12230 1 66417
66417 12230 2 66418
66418 12230 3 66419
66419 12230 4 66420
66420 12230 5 66421
66421 12230 6 66422
66422 12230 7 66423
66423 12230 8 66424
66424 12230 9 66425
66425 12230 10 66426
66426 12230 11 66427
66427 12230 12 66428
66428 12230 13 66429
66429 12230 14 66430
66430 12230 15 66431
66431 12230 16 84466
66432 1186 1 72474
66433 0 0 0
66434 2398 13 50437
66435 0 0 0
66436 10011 7 1
66437 62511 66 37251
66438 12470 36 48607
66439 0 0 0
66440 13625 66 83386
66441 42041 7 19744
66442 39099 153 38174
66443 34217 108 66444
66444 34217 109 66445
66445 34217 110 83047
66446 47405 39 78118
66447 65262 59 66448
66448 65262 60 66449
66449 65262 61 66450
66450 65262 62 66451
66451 65262 63 27196
66452 12390 68 37802
